1 180 302.5 1e-13 1e-09 0 0 0 0 0 0 0 0 0 3e+10 1 
2 180 302.5 1e-09 30000 0 0 0 0 0 0 0 0 0 30 2 
3 302.5 400 1e-13 1e-09 0 0 0 0 0 0 0 0 1 24000 3 
4 302.5 315 1e-09 10 1 0 0 0 0 0 0 0 1 7.9e-07 4 
5 302.5 315 10 3000 0 1 0 0 0 0 0 0 1 7.9e-07 4 
6 315 400 1e-09 10 1 0 0 0 0 0 0 0 1 7.9e-07 4 
7 315 400 10 1000 0 0 0 0 0 0 0 0 1 0.0079 4 
8 315 400 1000 30000 1 0 0 0 0 0 0 0 1 7.9e-06 3 
9 400 700 1e-13 1e-11 0 0 0 0 0 0 0 0 2 3.8e-08 4 
10 400 700 1e-11 5e-06 0 0 0 0 0 0 0 0 2 7.7e-08 4 
11 400 700 5e-06 10 0 0 0 0 0 0 0 1 2 0.0007 4 
12 400 450 10 100 0 0 0 0 0 0 0 0 2 0.0039 4 
13 450 500 10 100 0 0 1 0 0 0 0 0 2 0.0039 4 
14 400 500 100 30000 0 0 1 0 0 0 0 0 2 3.9e-05 3 
15 500 700 10 30000 0 0 0 0 0 0 0 0 2 0.00039 3 
16 700 1050 1e-13 1e-11 0 0 0 0 0 0 0 0 3 3.8e-08 4 
17 700 1050 1e-11 5e-06 0 0 0 0 0 0 0 3 7 7e-09 4 
18 700 1050 5e-06 10 0 0 0 0 0 0 1 1 3 0.0007 4 
19 1050 1400 1e-13 1e-11 0 0 0 0 0 0 1 0 3 3.8e-08 4 
20 1050 1400 1e-11 1.3e-05 0 0 0 0 0 0 1 0 3 7.7e-07 4 
21 1050 1400 1.3e-05 10 0 0 0 0 0 0 0 1 3 0.0035 4 
22 700 1400 100 30000 0 0 0 1 0 0 1 0 3 0.00039 3 
23 1400 1500 1e-13 1e-09 0 0 0 0 0 0 0 0 3 800000 3 
24 1400 1500 1e-09 0.001 0 0 0 0 0 0 0 0 3 0.0008 4 
25 1400 1500 0.001 0.35 0 0 0 0 0 0 0 2 3 0.0044 4 
26 1400 1500 0.35 10 0 0 0 0 0 0 0 3 3 0.01 4 
27 1500 1800 1e-13 1e-09 0 0 0 0 0 0 0 0 3 8e+06 3 
28 1500 1800 1e-09 0.35 0 0 0 0 0 0 0 0 3 0.008 4 
29 1500 1800 0.35 10 0 0 0 0 0 0 0 1 3 0.018 4 
30 1800 2600 1e-13 1e-09 0 0 0 0 0 0 0 0 3 800000 3 
31 1800 2600 1e-09 0.001 0 0 0 0 0 0 0 0 3 0.0008 4 
32 1800 2600 0.001 0.35 0 0 0 0 0 0 0 2 3 0.0044 4 
33 2600 4000 1e-13 1e-09 0 0 0 0 0 0 0 0 4 80000 3 
34 2600 4000 1e-09 1e-07 0 0 0 0 0 0 0 0 4 8e-06 4 
35 2600 4000 1e-07 0.35 0 0 0 0 0 0 0 2 4 0.0044 4 
36 1800 4000 0.35 10 0 0 0 0 0 0 0 3 4 0.01 4 
37 1400 4000 10 30000 0 0 0 0 0 0 0 4 1 0.01 3 
38 4000 1e+06 1e-13 1e-09 0 0 0 0 0 0 0 4 1 1e+11 1 
39 4000 1e+06 1e-09 1e-07 0 0 0 0 0 0 0 4 1 100 2 
40 4000 1e+06 1e-07 10 0 0 0 0 0 0 0 2 4 5600 2 
41 4000 1e+06 10 30000 0 0 0 0 0 0 0 4 1 1000 1 
